Date;Time;Temperature (C);pH value
02/06/2022;02:43:01;29.00;6.33
02/06/2022;02:44:01;29.00;6.34
02/06/2022;02:45:02;29.00;6.34
02/06/2022;02:46:02;29.00;6.30
02/06/2022;02:47:02;29.00;6.34
02/06/2022;02:48:02;29.00;6.25
02/06/2022;02:49:02;29.00;6.28
02/06/2022;02:50:02;29.00;6.31
02/06/2022;02:51:02;29.00;6.31
02/06/2022;02:52:03;29.00;6.20
02/06/2022;02:53:03;29.00;6.25
02/06/2022;02:54:03;29.00;6.33
02/06/2022;02:55:03;29.00;6.33
02/06/2022;02:56:03;29.00;6.21
02/06/2022;02:57:03;29.00;6.20
02/06/2022;02:58:03;29.00;6.25
02/06/2022;02:59:04;29.00;6.24
02/06/2022;03:00:04;29.00;6.20
02/06/2022;03:01:04;29.00;6.22
02/06/2022;03:02:04;29.00;6.28
02/06/2022;03:03:04;29.00;6.34
02/06/2022;03:04:04;29.00;6.26
02/06/2022;03:05:04;29.00;6.34
02/06/2022;03:06:05;29.00;6.22
02/06/2022;03:07:05;29.00;6.22
02/06/2022;03:08:05;29.00;6.28
02/06/2022;03:09:05;29.00;6.22
02/06/2022;03:10:05;29.00;6.20
02/06/2022;03:11:05;29.00;6.29
02/06/2022;03:12:05;29.00;6.30
02/06/2022;03:13:05;29.00;6.33
02/06/2022;03:14:06;29.00;6.20
02/06/2022;03:15:06;29.00;6.29
02/06/2022;03:16:06;29.00;6.25
02/06/2022;03:17:06;29.00;6.27
02/06/2022;03:18:06;29.00;6.29
02/06/2022;03:19:06;29.00;6.24
02/06/2022;03:20:06;29.00;6.30
02/06/2022;03:21:07;29.00;6.20
02/06/2022;03:22:07;29.00;6.26
02/06/2022;03:23:07;29.00;6.33
02/06/2022;03:24:07;29.00;6.25
02/06/2022;03:25:07;29.00;6.24
02/06/2022;03:26:07;29.00;6.20
02/06/2022;03:27:07;29.00;6.25
02/06/2022;03:28:08;29.00;6.21
02/06/2022;03:29:08;29.00;6.33
02/06/2022;03:30:08;29.00;6.28
02/06/2022;03:31:08;29.00;6.21
02/06/2022;03:32:08;29.00;6.21
02/06/2022;03:33:08;29.00;6.33
02/06/2022;03:34:08;29.00;6.29
02/06/2022;03:35:08;29.00;6.25
02/06/2022;03:36:09;29.00;6.33
02/06/2022;03:37:09;29.00;6.20
02/06/2022;03:38:09;29.00;6.33
02/06/2022;03:39:09;29.00;6.33
02/06/2022;03:40:09;29.00;6.30
02/06/2022;03:41:09;29.00;6.22
02/06/2022;03:42:09;29.00;6.22
02/06/2022;03:43:10;29.00;6.26
02/06/2022;03:44:10;29.00;6.21
02/06/2022;03:45:10;29.00;6.20
02/06/2022;03:46:10;29.00;6.33
02/06/2022;03:47:10;29.00;6.26
02/06/2022;03:48:10;29.00;6.20
02/06/2022;03:49:10;29.00;6.25
02/06/2022;03:50:11;29.00;6.31
02/06/2022;03:51:11;29.00;6.22
02/06/2022;03:52:11;29.00;6.25
02/06/2022;03:53:11;29.00;6.21
02/06/2022;03:54:11;29.00;6.34
02/06/2022;03:55:11;29.00;6.22
02/06/2022;03:56:11;29.00;6.29
02/06/2022;03:57:12;29.00;6.27
02/06/2022;03:58:12;29.00;6.20
02/06/2022;03:59:12;29.00;6.20
02/06/2022;04:00:12;29.00;6.20
02/06/2022;04:01:12;29.00;6.26
02/06/2022;04:02:12;29.00;6.31
02/06/2022;04:03:12;29.00;6.34
02/06/2022;04:04:12;29.00;6.33
02/06/2022;04:05:13;29.00;6.31
02/06/2022;04:06:13;29.00;6.20
02/06/2022;04:07:13;29.00;6.34
02/06/2022;04:08:13;29.00;6.24
02/06/2022;04:09:13;29.00;6.25
02/06/2022;04:10:13;29.00;6.21
02/06/2022;04:11:13;29.00;6.28
02/06/2022;04:12:14;29.00;6.34
02/06/2022;04:13:14;29.00;6.34
02/06/2022;04:14:14;29.00;6.30
02/06/2022;04:15:14;29.00;6.20
02/06/2022;04:16:14;29.00;6.30
02/06/2022;04:17:14;29.00;6.22
02/06/2022;04:18:14;29.00;6.31
02/06/2022;04:19:15;29.00;6.22
02/06/2022;04:20:15;29.00;6.30
02/06/2022;04:21:15;29.00;6.27
02/06/2022;04:22:15;29.00;6.24
02/06/2022;04:23:15;29.00;6.20
02/06/2022;04:24:15;29.00;6.28
02/06/2022;04:25:15;29.00;6.27
02/06/2022;04:26:15;29.00;6.34
02/06/2022;04:27:16;29.00;6.28
02/06/2022;04:28:16;29.00;6.24
02/06/2022;04:29:16;29.00;6.22
02/06/2022;04:30:16;29.00;6.21
02/06/2022;04:31:16;29.00;6.34
02/06/2022;04:32:16;29.00;6.27
02/06/2022;04:33:16;29.00;6.30
02/06/2022;04:34:17;29.00;6.22
02/06/2022;04:35:17;29.00;6.20
02/06/2022;04:36:17;29.00;6.20
02/06/2022;04:37:17;29.00;6.22
02/06/2022;04:38:17;29.00;6.31
02/06/2022;04:39:17;29.00;6.33
02/06/2022;04:40:17;29.00;6.34
02/06/2022;04:41:18;29.00;6.20
02/06/2022;04:42:18;29.00;6.26
02/06/2022;04:43:18;29.00;6.34
02/06/2022;04:44:18;29.00;6.31
02/06/2022;04:45:18;29.00;6.24
02/06/2022;04:46:18;28.50;6.29
02/06/2022;04:47:18;28.50;6.21
02/06/2022;04:48:19;28.50;6.25
02/06/2022;04:49:19;28.50;6.34
02/06/2022;04:50:19;28.50;6.25
02/06/2022;04:51:19;28.50;6.31
02/06/2022;04:52:19;28.50;6.24
02/06/2022;04:53:19;28.50;6.29
02/06/2022;04:54:19;28.50;6.20
02/06/2022;04:55:19;28.50;6.27
02/06/2022;04:56:20;28.50;6.27
02/06/2022;04:57:20;28.50;6.24
02/06/2022;04:58:20;28.50;6.25
02/06/2022;04:59:20;28.50;6.20
02/06/2022;05:00:20;28.50;6.24
02/06/2022;05:01:20;28.50;6.29
02/06/2022;05:02:20;28.50;6.31
02/06/2022;05:03:21;28.50;6.21
02/06/2022;05:04:21;28.50;6.28
02/06/2022;05:05:21;28.50;6.20
02/06/2022;05:06:21;28.50;6.34
02/06/2022;05:07:21;28.50;6.21
02/06/2022;05:08:21;28.50;6.34
02/06/2022;05:09:21;28.50;6.21
02/06/2022;05:10:22;28.50;6.30
02/06/2022;05:11:22;28.50;6.27
02/06/2022;05:12:22;28.50;6.20
02/06/2022;05:13:22;28.50;6.33
02/06/2022;05:14:22;28.50;6.34
02/06/2022;05:15:22;28.50;6.25
02/06/2022;05:16:22;28.50;6.29
02/06/2022;05:17:22;28.50;6.30
02/06/2022;05:18:23;28.50;6.20
02/06/2022;05:19:23;28.50;6.35
02/06/2022;05:20:23;28.50;6.21
02/06/2022;05:21:23;28.50;6.24
02/06/2022;05:22:23;28.50;6.21
02/06/2022;05:23:23;28.50;6.35
02/06/2022;05:24:23;28.50;6.22
02/06/2022;05:25:24;28.50;6.21
02/06/2022;05:26:24;28.50;6.26
02/06/2022;05:27:24;28.50;6.35
02/06/2022;05:28:24;28.50;6.20
02/06/2022;05:29:24;28.50;6.31
02/06/2022;05:30:24;28.50;6.21
02/06/2022;05:31:24;28.50;6.28
02/06/2022;05:32:25;28.50;6.26
02/06/2022;05:33:25;28.50;6.28
02/06/2022;05:34:25;28.50;6.24
02/06/2022;05:35:25;28.50;6.26
02/06/2022;05:36:25;28.50;6.20
02/06/2022;05:37:25;28.50;6.20
02/06/2022;05:38:25;28.50;6.28
02/06/2022;05:39:25;28.50;6.21
02/06/2022;05:40:26;28.50;6.34
02/06/2022;05:41:26;28.50;6.29
02/06/2022;05:42:26;28.50;6.28
02/06/2022;05:43:26;28.50;6.20
02/06/2022;05:44:26;28.50;6.24
02/06/2022;05:45:26;28.50;6.34
02/06/2022;05:46:26;28.50;6.31
02/06/2022;05:47:27;28.50;6.26
02/06/2022;05:48:27;28.50;6.34
02/06/2022;05:49:27;28.50;6.27
02/06/2022;05:50:27;28.50;6.25
02/06/2022;05:51:27;28.50;6.21
02/06/2022;05:52:27;28.50;6.29
02/06/2022;05:53:27;28.50;6.22
02/06/2022;05:54:28;28.50;6.34
02/06/2022;05:55:28;28.50;6.25
02/06/2022;05:56:28;28.50;6.34
02/06/2022;05:57:28;28.50;6.28
02/06/2022;05:58:28;28.50;6.30
02/06/2022;05:59:28;28.50;6.22
02/06/2022;06:00:28;28.50;6.22
02/06/2022;06:01:29;28.50;6.29
02/06/2022;06:02:29;28.50;6.22
02/06/2022;06:03:29;28.50;6.34
02/06/2022;06:04:29;28.50;6.29
02/06/2022;06:05:29;28.50;6.21
02/06/2022;06:06:29;28.50;6.24
02/06/2022;06:07:29;28.50;6.34
02/06/2022;06:08:29;28.50;6.33
02/06/2022;06:09:30;28.50;6.34
02/06/2022;06:10:30;28.50;6.34
02/06/2022;06:11:30;28.50;6.34
02/06/2022;06:12:30;28.50;6.26
02/06/2022;06:13:30;28.50;6.20
02/06/2022;06:14:30;28.50;6.21
02/06/2022;06:15:30;28.50;6.20
02/06/2022;06:16:31;28.50;6.30
02/06/2022;06:17:31;28.50;6.25
02/06/2022;06:18:31;28.50;6.33
02/06/2022;06:19:31;28.50;6.28
02/06/2022;06:20:31;28.50;6.29
02/06/2022;06:21:31;28.50;6.27
02/06/2022;06:22:31;28.50;6.30
02/06/2022;06:23:32;28.50;6.33
02/06/2022;06:24:32;28.50;6.29
02/06/2022;06:25:32;28.50;6.26
02/06/2022;06:26:32;28.50;6.21
02/06/2022;06:27:32;28.50;6.20
02/06/2022;06:28:32;28.50;6.30
02/06/2022;06:29:32;29.00;6.25
02/06/2022;06:30:32;28.50;6.21
02/06/2022;06:31:33;28.50;6.24
02/06/2022;06:32:33;29.00;6.33
02/06/2022;06:33:33;29.00;6.29
02/06/2022;06:34:33;29.00;6.29
02/06/2022;06:35:33;29.00;6.31
02/06/2022;06:36:33;29.00;6.30
02/06/2022;06:37:33;29.00;6.29
02/06/2022;06:38:34;29.00;6.31
02/06/2022;06:39:34;29.00;6.22
02/06/2022;06:40:34;29.00;6.27
02/06/2022;06:41:34;29.00;6.35
02/06/2022;06:42:34;29.00;6.30
02/06/2022;06:43:34;29.00;6.21
02/06/2022;06:44:34;29.00;6.34
02/06/2022;06:45:35;29.00;6.31
02/06/2022;06:46:35;29.00;6.22
02/06/2022;06:47:35;29.00;6.35
02/06/2022;06:48:35;29.00;6.28
02/06/2022;06:49:35;29.00;6.29
02/06/2022;06:50:35;29.00;6.28
02/06/2022;06:51:35;29.00;6.31
02/06/2022;06:52:36;29.00;6.24
02/06/2022;06:53:36;29.00;6.27
02/06/2022;06:54:36;29.00;6.25
02/06/2022;06:55:36;29.00;6.34
02/06/2022;06:56:36;29.00;6.22
02/06/2022;06:57:36;29.00;6.21
02/06/2022;06:58:36;29.00;6.31
02/06/2022;06:59:36;29.00;6.21
02/06/2022;07:00:37;29.00;6.31
02/06/2022;07:01:37;29.00;6.21
02/06/2022;07:02:37;29.00;6.28
02/06/2022;07:03:37;29.00;6.34
02/06/2022;07:04:37;29.00;6.34
02/06/2022;07:05:37;29.00;6.31
02/06/2022;07:06:37;29.00;6.24
02/06/2022;07:07:38;29.00;6.21
02/06/2022;07:08:38;29.00;6.22
02/06/2022;07:09:38;29.00;6.34
02/06/2022;07:10:38;29.00;6.31
02/06/2022;07:11:38;29.00;6.28
02/06/2022;07:12:38;29.00;6.29
02/06/2022;07:13:38;29.00;6.29
02/06/2022;07:14:39;29.00;6.22
02/06/2022;07:15:39;29.00;6.34
02/06/2022;07:16:39;29.00;6.31
02/06/2022;07:17:39;29.00;6.27
02/06/2022;07:18:39;29.00;6.21
02/06/2022;07:19:39;29.00;6.25
02/06/2022;07:20:39;29.00;6.29
02/06/2022;07:21:40;29.00;6.33
02/06/2022;07:22:40;29.00;6.21
02/06/2022;07:23:40;29.00;6.35
02/06/2022;07:24:40;29.00;6.25
02/06/2022;07:25:40;29.00;6.22
02/06/2022;07:26:40;29.00;6.24
02/06/2022;07:27:40;29.00;6.20
02/06/2022;07:28:40;29.00;6.33
02/06/2022;07:29:41;29.00;6.24
02/06/2022;07:30:41;29.00;6.33
02/06/2022;07:31:41;29.00;6.22
02/06/2022;07:32:41;29.00;6.24
02/06/2022;07:33:41;29.00;6.33
02/06/2022;07:34:41;29.00;6.21
02/06/2022;07:35:41;29.00;6.34
02/06/2022;07:36:42;29.00;6.30
02/06/2022;07:37:42;29.00;6.21
02/06/2022;07:38:42;29.00;6.28
02/06/2022;07:39:42;29.00;6.34
02/06/2022;07:40:42;29.00;6.30
02/06/2022;07:41:42;29.00;6.34
02/06/2022;07:42:42;29.00;6.31
02/06/2022;07:43:43;29.00;6.33
02/06/2022;07:44:43;29.00;6.20
02/06/2022;07:45:43;29.00;6.29
02/06/2022;07:46:43;29.00;6.34
02/06/2022;07:47:43;29.00;6.31
02/06/2022;07:48:43;29.00;6.34
02/06/2022;07:49:43;29.00;6.34
02/06/2022;07:50:43;29.00;6.27
02/06/2022;07:51:44;29.00;6.24
02/06/2022;07:52:44;29.00;6.34
02/06/2022;07:53:44;29.00;6.21
02/06/2022;07:54:44;29.00;6.34
02/06/2022;07:55:44;29.00;6.26
02/06/2022;07:56:44;29.00;6.34
02/06/2022;07:57:44;29.00;6.22
02/06/2022;07:58:45;29.00;6.34
02/06/2022;07:59:45;29.00;6.24
02/06/2022;08:00:45;29.00;6.20
02/06/2022;08:01:45;29.00;6.28
02/06/2022;08:02:45;29.00;6.21
02/06/2022;08:03:45;29.00;6.20
02/06/2022;08:04:45;29.00;6.25
02/06/2022;08:05:46;29.00;6.20
02/06/2022;08:06:46;29.00;6.30
02/06/2022;08:07:46;29.00;6.28
02/06/2022;08:08:46;29.00;6.33
02/06/2022;08:09:46;29.00;6.34
02/06/2022;08:10:46;29.00;6.30
02/06/2022;08:11:46;29.00;6.28
02/06/2022;08:12:47;29.00;6.34
02/06/2022;08:13:47;29.00;6.24
02/06/2022;08:14:47;29.00;6.33
02/06/2022;08:15:47;29.00;6.31
02/06/2022;08:16:47;29.00;6.33
02/06/2022;08:17:47;29.00;6.22
02/06/2022;08:18:47;29.00;6.22
02/06/2022;08:19:47;29.00;6.29
02/06/2022;08:20:48;29.00;6.26
02/06/2022;08:21:48;29.00;6.26
02/06/2022;08:22:48;29.00;6.34
02/06/2022;08:23:48;29.00;6.33
02/06/2022;08:24:48;29.00;6.28
02/06/2022;08:25:48;29.00;6.22
02/06/2022;08:26:48;29.00;6.31
02/06/2022;08:27:49;29.00;6.20
02/06/2022;08:28:49;29.00;6.20
02/06/2022;08:29:49;29.00;6.31
02/06/2022;08:30:49;29.00;6.26
02/06/2022;08:31:49;29.00;6.25
02/06/2022;08:32:49;29.00;6.34
02/06/2022;08:33:49;29.00;6.20
02/06/2022;08:34:50;29.00;6.34
02/06/2022;08:35:50;29.00;6.25
02/06/2022;08:36:50;29.00;6.20
02/06/2022;08:37:50;29.00;6.20
02/06/2022;08:38:50;29.00;6.27
02/06/2022;08:39:50;29.00;6.34
02/06/2022;08:40:50;29.00;6.34
02/06/2022;08:41:51;29.00;6.20
02/06/2022;08:42:51;29.00;6.21
02/06/2022;08:43:51;29.00;6.28
02/06/2022;08:44:51;29.00;6.22
02/06/2022;08:45:51;29.00;6.29
02/06/2022;08:46:51;29.00;6.34
02/06/2022;08:47:51;29.00;6.33
02/06/2022;08:48:51;29.00;6.22
02/06/2022;08:49:52;29.00;6.24
02/06/2022;08:50:52;29.00;6.26
02/06/2022;08:51:52;29.00;6.21
02/06/2022;08:52:52;29.00;6.34
02/06/2022;08:53:52;29.00;6.22
02/06/2022;08:54:52;29.00;6.26
02/06/2022;08:55:52;29.00;6.33
02/06/2022;08:56:53;29.00;6.20
02/06/2022;08:57:53;29.00;6.27
02/06/2022;08:58:53;29.00;6.33
02/06/2022;08:59:53;29.00;6.21
02/06/2022;09:00:53;29.00;6.34
02/06/2022;09:01:53;29.00;6.21
02/06/2022;09:02:53;29.00;6.24
02/06/2022;09:03:54;29.00;6.35
02/06/2022;09:04:54;29.00;6.29
02/06/2022;09:05:54;29.00;6.21
02/06/2022;09:06:54;29.00;6.34
02/06/2022;09:07:54;29.00;6.20
02/06/2022;09:08:54;29.00;6.26
02/06/2022;09:09:54;29.00;6.22
02/06/2022;09:10:55;29.00;6.33
02/06/2022;09:11:55;29.00;6.29
02/06/2022;09:12:55;29.00;6.27
02/06/2022;09:13:55;29.00;6.34
02/06/2022;09:14:55;29.00;6.33
02/06/2022;09:15:55;29.00;6.34
02/06/2022;09:16:55;29.00;6.35
02/06/2022;09:17:56;29.00;6.24
02/06/2022;09:18:56;29.00;6.35
02/06/2022;09:19:56;29.00;6.34
02/06/2022;09:20:56;29.00;6.24
02/06/2022;09:21:56;29.00;6.20
02/06/2022;09:22:56;29.00;6.20
02/06/2022;09:23:56;29.00;6.30
02/06/2022;09:24:57;29.00;6.22
02/06/2022;09:25:57;29.00;6.29
02/06/2022;09:26:57;29.00;6.29
02/06/2022;09:27:57;29.00;6.27
02/06/2022;09:28:57;29.00;6.30
02/06/2022;09:29:57;29.00;6.35
02/06/2022;09:30:57;29.00;6.25
02/06/2022;09:31:58;29.00;6.20
02/06/2022;09:32:58;29.00;6.20
02/06/2022;09:33:58;29.00;6.21
02/06/2022;09:34:58;29.00;6.34
02/06/2022;09:35:58;29.00;6.33
02/06/2022;09:36:58;29.00;6.25
02/06/2022;09:37:58;29.00;6.27
02/06/2022;09:38:58;29.00;6.24
02/06/2022;09:39:59;29.00;6.22
02/06/2022;09:40:59;29.00;6.29
02/06/2022;09:41:59;29.00;6.21
02/06/2022;09:42:59;29.00;6.28
02/06/2022;09:43:59;29.00;6.24
02/06/2022;09:44:59;29.00;6.27
02/06/2022;09:45:59;29.00;6.31
02/06/2022;09:47:00;29.00;6.33
02/06/2022;09:48:00;29.00;6.21
02/06/2022;09:49:00;29.00;6.33
02/06/2022;09:50:00;29.00;6.21
02/06/2022;09:51:00;29.00;6.35
02/06/2022;09:52:00;29.00;6.35
02/06/2022;09:53:00;29.00;6.35
02/06/2022;09:54:01;29.00;6.33
02/06/2022;09:55:01;29.00;6.20
02/06/2022;09:56:01;29.00;6.24
02/06/2022;09:57:01;29.00;6.21
02/06/2022;09:58:01;29.00;6.25
02/06/2022;09:59:01;29.00;6.21
02/06/2022;10:00:01;29.00;6.33
02/06/2022;10:01:02;29.00;6.22
02/06/2022;10:02:02;29.00;6.22
02/06/2022;10:03:02;29.00;6.27
02/06/2022;10:04:02;29.00;6.21
02/06/2022;10:05:02;29.00;6.24
02/06/2022;10:06:02;29.00;6.20
02/06/2022;10:07:02;29.00;6.34
02/06/2022;10:08:03;29.00;6.35
02/06/2022;10:09:03;29.00;6.34
02/06/2022;10:10:03;29.00;6.29
02/06/2022;10:11:03;29.00;6.24
02/06/2022;10:12:03;29.00;6.22
02/06/2022;10:13:03;29.00;6.35
02/06/2022;10:14:03;29.00;6.33
02/06/2022;10:15:04;29.00;6.24
02/06/2022;10:16:04;29.00;6.28
02/06/2022;10:17:04;29.00;6.25
02/06/2022;10:18:04;29.00;6.21
02/06/2022;10:19:04;29.00;6.35
02/06/2022;10:20:04;29.00;6.20
02/06/2022;10:21:04;29.00;6.26
02/06/2022;10:22:04;29.00;6.22
02/06/2022;10:23:05;29.00;6.34
02/06/2022;10:24:05;29.00;6.34
02/06/2022;10:25:05;29.00;6.20
02/06/2022;10:26:05;29.00;6.26
02/06/2022;10:27:05;29.00;6.27
02/06/2022;10:28:05;29.00;6.31
02/06/2022;10:29:05;29.00;6.33
02/06/2022;10:30:06;29.00;6.33
02/06/2022;10:31:06;29.00;6.22
02/06/2022;10:32:06;29.00;6.28
02/06/2022;10:33:06;29.00;6.27
02/06/2022;10:34:06;29.00;6.31
02/06/2022;10:35:06;29.00;6.25
02/06/2022;10:36:06;29.00;6.26
02/06/2022;10:37:07;29.00;6.28
02/06/2022;10:38:07;29.00;6.22
02/06/2022;10:39:07;29.00;6.33
02/06/2022;10:40:07;29.00;6.21
02/06/2022;10:41:07;29.00;6.20
02/06/2022;10:42:07;29.00;6.33
02/06/2022;10:43:07;29.00;6.31
02/06/2022;10:44:08;29.00;6.24
02/06/2022;10:45:08;29.00;6.22
02/06/2022;10:46:08;29.00;6.25
02/06/2022;10:47:08;29.00;6.22
02/06/2022;10:48:08;29.00;6.22
02/06/2022;10:49:08;29.00;6.34
02/06/2022;10:50:08;29.00;6.20
02/06/2022;10:51:09;29.00;6.21
02/06/2022;10:52:09;29.00;6.21
02/06/2022;10:53:09;29.00;6.28
02/06/2022;10:54:09;29.00;6.34
02/06/2022;10:55:09;29.00;6.29
02/06/2022;10:56:09;29.00;6.20
02/06/2022;10:57:09;29.00;6.22
02/06/2022;10:58:10;29.00;6.31
02/06/2022;10:59:10;29.00;6.21
02/06/2022;11:00:10;29.00;6.29
02/06/2022;11:01:10;29.00;6.27
02/06/2022;11:02:10;29.00;6.24
02/06/2022;11:03:10;29.00;6.29
02/06/2022;11:04:10;29.00;6.20
02/06/2022;11:05:11;29.00;6.31
02/06/2022;11:06:11;29.00;6.26
02/06/2022;11:07:11;29.00;6.25
02/06/2022;11:08:11;29.00;6.33
02/06/2022;11:09:11;29.00;6.25
02/06/2022;11:10:11;29.00;6.26
02/06/2022;11:11:11;29.00;6.27
02/06/2022;11:12:11;29.00;6.37
02/06/2022;11:13:12;29.00;6.40
02/06/2022;11:14:12;29.00;6.40
02/06/2022;11:15:12;29.00;6.34
02/06/2022;11:16:12;29.00;6.28
02/06/2022;11:17:12;28.50;6.35
02/06/2022;11:18:12;28.50;6.39
02/06/2022;11:19:12;28.50;6.43
02/06/2022;11:20:13;28.50;6.35
02/06/2022;11:21:13;28.50;6.41
02/06/2022;11:22:13;28.50;6.39
02/06/2022;11:23:13;28.50;6.33
02/06/2022;11:24:13;28.50;6.45
02/06/2022;11:25:13;28.50;6.43
02/06/2022;11:26:13;28.50;6.35
02/06/2022;11:27:14;28.50;6.36
02/06/2022;11:28:14;28.50;6.41
02/06/2022;11:29:14;28.50;6.46
02/06/2022;11:30:14;28.50;6.35
02/06/2022;11:31:14;28.50;6.43
02/06/2022;11:32:14;28.50;6.48
02/06/2022;11:33:14;28.50;6.46
02/06/2022;11:34:15;28.50;6.37
02/06/2022;11:35:15;28.50;6.37
02/06/2022;11:36:15;28.00;6.43
02/06/2022;11:37:15;28.50;6.48
02/06/2022;11:38:15;28.00;6.37
02/06/2022;11:39:15;28.00;6.46
02/06/2022;11:40:15;28.00;6.37
02/06/2022;11:41:16;28.00;6.38
02/06/2022;11:42:16;28.00;6.39
02/06/2022;11:43:16;28.00;6.44
02/06/2022;11:44:16;28.00;6.50
02/06/2022;11:45:16;28.00;6.50
02/06/2022;11:46:16;28.00;6.50
02/06/2022;11:47:16;28.00;6.48
02/06/2022;11:48:17;28.00;6.48
02/06/2022;11:49:17;28.00;6.38
02/06/2022;11:50:17;28.00;6.36
02/06/2022;11:51:17;28.00;6.46
02/06/2022;11:52:17;28.00;6.41
02/06/2022;11:53:17;28.00;6.36
02/06/2022;11:54:17;28.00;6.47
02/06/2022;11:55:17;28.00;6.40
02/06/2022;11:56:18;28.00;6.38
02/06/2022;11:57:18;28.00;6.43
02/06/2022;11:58:18;28.00;6.34
02/06/2022;11:59:18;28.00;6.40
02/06/2022;12:00:18;28.00;6.37
02/06/2022;12:01:18;28.00;6.33
02/06/2022;12:02:18;28.00;6.33
02/06/2022;12:03:19;28.00;6.46
02/06/2022;12:04:19;28.00;6.34
02/06/2022;12:05:19;28.00;6.34
02/06/2022;12:06:19;28.00;6.45
02/06/2022;12:07:19;28.00;6.46
02/06/2022;12:08:19;28.00;6.43
02/06/2022;12:09:19;28.00;6.47
02/06/2022;12:10:20;28.00;6.38
02/06/2022;12:11:20;28.00;6.34
02/06/2022;12:12:20;27.50;6.38
02/06/2022;12:13:20;27.50;6.43
02/06/2022;12:14:20;27.50;6.45
02/06/2022;12:15:20;27.50;6.41
02/06/2022;12:16:20;27.50;6.39
02/06/2022;12:17:21;27.50;6.46
02/06/2022;12:18:21;27.50;6.37
02/06/2022;12:19:21;27.50;6.33
02/06/2022;12:20:21;27.50;6.39
02/06/2022;12:21:21;27.50;6.38
02/06/2022;12:22:21;27.50;6.33
02/06/2022;12:23:21;27.50;6.34
02/06/2022;12:24:22;27.50;6.33
02/06/2022;12:25:22;27.50;6.46
02/06/2022;12:26:22;27.50;6.37
02/06/2022;12:27:22;27.50;6.38
02/06/2022;12:28:22;27.50;6.36
02/06/2022;12:29:22;27.50;6.46
02/06/2022;12:30:22;27.50;6.41
02/06/2022;12:31:22;27.50;6.45
02/06/2022;12:32:23;27.50;6.35
02/06/2022;12:33:23;27.50;6.45
02/06/2022;12:34:23;27.50;6.39
02/06/2022;12:35:23;27.50;6.35
02/06/2022;12:36:23;27.50;6.38
02/06/2022;12:37:23;27.50;6.37
02/06/2022;12:38:23;27.50;6.31
02/06/2022;12:39:24;27.50;6.38
02/06/2022;12:40:24;27.50;6.33
02/06/2022;12:41:24;27.50;6.31
02/06/2022;12:42:24;27.50;6.30
02/06/2022;12:43:24;27.50;6.33
02/06/2022;12:44:24;27.50;6.41
02/06/2022;12:45:24;27.50;6.43
02/06/2022;12:46:25;27.50;6.43
02/06/2022;12:47:25;27.50;6.30
02/06/2022;12:48:25;27.50;6.30
02/06/2022;12:49:25;27.50;6.35
02/06/2022;12:50:25;27.50;6.29
02/06/2022;12:51:25;27.50;6.38
02/06/2022;12:52:25;27.50;6.38
02/06/2022;12:53:26;27.50;6.30
02/06/2022;12:54:26;27.50;6.28
02/06/2022;12:55:26;27.50;6.39
02/06/2022;12:56:26;27.50;6.29
02/06/2022;12:57:26;27.50;6.41
02/06/2022;12:58:26;27.50;6.41
02/06/2022;12:59:26;27.50;6.39
02/06/2022;13:00:27;27.50;6.41
02/06/2022;13:01:27;27.50;6.43
02/06/2022;13:02:27;27.50;6.37
02/06/2022;13:03:27;27.50;6.29
02/06/2022;13:04:27;27.50;6.43
02/06/2022;13:05:27;27.50;6.43
02/06/2022;13:06:27;27.50;6.41
02/06/2022;13:07:27;27.50;6.29
02/06/2022;13:08:28;27.50;6.40
02/06/2022;13:09:28;27.50;6.29
02/06/2022;13:10:28;27.50;6.34
02/06/2022;13:11:28;27.50;6.43
02/06/2022;13:12:28;27.50;6.43
02/06/2022;13:13:28;27.50;6.35
02/06/2022;13:14:28;27.50;6.30
02/06/2022;13:15:29;27.50;6.30
02/06/2022;13:16:29;27.50;6.29
02/06/2022;13:17:29;27.50;6.39
02/06/2022;13:18:29;27.50;6.41
02/06/2022;13:19:29;27.50;6.43
02/06/2022;13:20:29;27.50;6.31
02/06/2022;13:21:29;27.50;6.44
02/06/2022;13:22:30;27.50;6.34
02/06/2022;13:23:30;27.50;6.41
02/06/2022;13:24:30;27.50;6.31
02/06/2022;13:25:30;27.50;6.30
02/06/2022;13:26:30;27.50;6.43
02/06/2022;13:27:30;27.50;6.40
02/06/2022;13:28:30;27.50;6.34
02/06/2022;13:29:31;27.50;6.43
02/06/2022;13:30:31;27.50;6.41
02/06/2022;13:31:31;27.50;6.41
02/06/2022;13:32:31;27.50;6.31
02/06/2022;13:33:31;27.50;6.45
02/06/2022;13:34:31;27.50;6.40
02/06/2022;13:35:31;27.50;6.35
02/06/2022;13:36:32;27.50;6.47
02/06/2022;13:37:32;27.50;6.35
02/06/2022;13:38:32;27.50;6.43
02/06/2022;13:39:32;27.50;6.36
02/06/2022;13:40:32;27.50;6.39
02/06/2022;13:41:32;28.00;6.48
02/06/2022;13:42:32;28.00;6.46
02/06/2022;13:43:33;28.00;6.46
02/06/2022;13:44:33;28.00;6.43
02/06/2022;13:45:33;28.00;6.48
02/06/2022;13:46:33;28.00;6.49
02/06/2022;13:47:33;28.00;6.37
02/06/2022;13:48:33;28.00;6.45
